Candidate ID,Standard Make,Standard Model,Candidate Value,Candidate Model Years,Proposed Canonical Value,Proposed Classification,Confirmed Model Years,US Market Confirmed,Primary Source Organization,Primary Source Document,Primary Source URL,Secondary Source Organization,Secondary Source Document,Secondary Source URL,Source Access Date,Official Naming Evidence,Research Outcome,Version 4 Action,Notes
HP-219,Mercedes-Benz,GLC-Class,GLC350E,2018-2020; 2025,Glc350E,Trim,2018-2020; 2025,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-220,Mercedes-Benz,GLC-Class,GLC43,2017-2026,Glc43,Trim,2017-2026,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-221,Mercedes-Benz,GLC-Class,GLC63,2018-2021; 2025,Glc63,Trim,2018-2021; 2025,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-222,Mercedes-Benz,GLE-Class,AMG,2016-2019; 2021-2026,AMG,Series,2016-2019; 2021-2026,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,AMG is Mercedes-Benz's official performance series; certification records list AMG designations per class.,Approved as Series,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,AMG is Mercedes-Benz's official performance series; certification records list AMG designations per class.
HP-223,Mercedes-Benz,GLE-Class,GLE53,2021-2026,Gle53,Trim,2021-2026,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-224,Mercedes-Benz,GLK-Class,GLK350,2006-2007; 2010-2015,Glk350,Trim,2006-2007; 2010-2015,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-225,Mercedes-Benz,GLS-Class,AMG,2017-2019; 2021-2026,AMG,Series,2017-2019; 2021-2026,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,AMG is Mercedes-Benz's official performance series; certification records list AMG designations per class.,Approved as Series,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,AMG is Mercedes-Benz's official performance series; certification records list AMG designations per class.
HP-226,Mercedes-Benz,GLS-Class,GLS63,2017-2019; 2021-2026,Gls63,Trim,2017-2019; 2021-2026,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-227,Mercedes-Benz,M-Class,ML320,1998-2003; 2007-2008,Ml320,Trim,1998-2003; 2007-2008,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-228,Mercedes-Benz,M-Class,ML350,2001; 2003-2015,Ml350,Trim,2001; 2003-2015,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-229,Mercedes-Benz,M-Class,ML430,1990; 1999-2001,Ml430,Trim,1990; 1999-2001,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-230,Mercedes-Benz,M-Class,ML55,2000-2003,Ml55,Trim,2000-2003,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-231,Mercedes-Benz,S-Class,AMG,2001-2021; 2025,AMG,Series,2001-2021; 2025,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,AMG is Mercedes-Benz's official performance series; certification records list AMG designations per class.,Approved as Series,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,AMG is Mercedes-Benz's official performance series; certification records list AMG designations per class.
HP-232,Mercedes-Benz,S-Class,S320,1994-1999,S320,Trim,1994-1999,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-233,Mercedes-Benz,S-Class,S420,1994-1999,S420,Trim,1994-1999,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-234,Mercedes-Benz,S-Class,S430,2000-2006,S430,Trim,2000-2006,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-235,Mercedes-Benz,S-Class,S500,1993-2006; 2021-2026,S500,Trim,1993-2006; 2021-2026,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-236,Mercedes-Benz,S-Class,S55,2001-2006,S55,Trim,2001-2006,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-237,Mercedes-Benz,S-Class,S560E,2019-2020,S560E,Trim,2019-2020,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-238,Mercedes-Benz,S-Class,S600,1993-1999; 2001-2013; 2015-2017,S600,Trim,1993-1999; 2001-2013; 2015-2017,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-239,Mercedes-Benz,SL-Class,SL320,1994-2000,Sl320,Trim,1994-2000,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-240,Mercedes-Benz,SL-Class,SL500,1992-2006,Sl500,Trim,1992-2006,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-241,Mercedes-Benz,SL-Class,SL600,1993-2002; 2004-2009,Sl600,Trim,1993-2002; 2004-2009,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-242,Mercedes-Benz,SLK-Class,SLK230,1998-2004,Slk230,Trim,1998-2004,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-243,Mercedes-Benz,SLK-Class,SLK320,2001-2004,Slk320,Trim,2001-2004,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-244,Mini,Clubman,COOPER,2011-2014; 2016-2024,Cooper,Trim,2011-2014; 2016-2024,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Cooper/Cooper S are the official MINI trim levels of Clubman/Countryman/etc. body models.,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,Cooper/Cooper S are the official MINI trim levels of Clubman/Countryman/etc. body models.
HP-245,Mini,Convertible,COOPER,2005-2026,Cooper,Trim,2005-2026,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Cooper/Cooper S are the official MINI trim levels of Clubman/Countryman/etc. body models.,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,Cooper/Cooper S are the official MINI trim levels of Clubman/Countryman/etc. body models.
HP-246,Mini,Countryman,COOPER,2011-2024,Cooper,Trim,2011-2024,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Cooper/Cooper S are the official MINI trim levels of Clubman/Countryman/etc. body models.,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,Cooper/Cooper S are the official MINI trim levels of Clubman/Countryman/etc. body models.
HP-247,Mini,Coupe,COOPER,2012-2015,Cooper,Trim,2012-2015,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Cooper/Cooper S are the official MINI trim levels of Clubman/Countryman/etc. body models.,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,Cooper/Cooper S are the official MINI trim levels of Clubman/Countryman/etc. body models.
HP-248,Mini,Hardtop,COOPER,2011-2025,Cooper,Trim,2011-2025,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Cooper/Cooper S are the official MINI trim levels of Clubman/Countryman/etc. body models.,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,Cooper/Cooper S are the official MINI trim levels of Clubman/Countryman/etc. body models.
HP-249,Mini,Paceman,COOPER,2013-2016,Cooper,Trim,2013-2016,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Cooper/Cooper S are the official MINI trim levels of Clubman/Countryman/etc. body models.,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,Cooper/Cooper S are the official MINI trim levels of Clubman/Countryman/etc. body models.
HP-250,Mini,Roadster,COOPER,2012-2015,Cooper,Trim,2012-2015,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Cooper/Cooper S are the official MINI trim levels of Clubman/Countryman/etc. body models.,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,Cooper/Cooper S are the official MINI trim levels of Clubman/Countryman/etc. body models.
HP-251,Mitsubishi,Lancer,EVOLUTION,2003-2006; 2008-2015,Evolution,Trim,2003-2006; 2008-2015,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-252,Nissan,LEAF,BATTERY,2016; 2019-2024; 2026,Battery,Trim,2016; 2019-2024; 2026,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-253,Nissan,Murano,CROSSCABRIOLET,2011-2014,Crosscabriolet,Trim,2011-2014,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-254,Nissan,Rogue,SELECT,2014-2015,Select,Trim,2014-2015,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-255,Porsche,911,CARRERA,1987-2026,Carrera,Trim,1987-2026,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-256,Porsche,911,DAKAR,2023-2024,Dakar,Trim,2023-2024,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-257,Porsche,911,EXCLUSIVE,2018-2019,Exclusive,Trim,2018-2019,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-258,Porsche,911,GT2,2002-2003; 2008-2009; 2011; 2018-2019,GT2,Trim,2002-2003; 2008-2009; 2011; 2018-2019,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-259,Porsche,911,GT3,2004-2005; 2007-2008; 2010-2011; 2014-2016; 2018-2019; 2022-2024; 2026,GT3,Trim,2004-2005; 2007-2008; 2010-2011; 2014-2016; 2018-2019; 2022-2024; 2026,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-260,Porsche,911,TARGA,2002-2004; 2007-2012; 2014-2026,Targa,Trim,2002-2004; 2007-2012; 2014-2026,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-261,Porsche,Cayenne,E-HYBRID,2015-2023; 2025,E-Hybrid,Engine Variant,2015-2023; 2025,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Powertrain designation; belongs to the configuration catalog.,Approved as Engine Variant,Added to the vehicle configuration catalog.,Powertrain designation; belongs to the configuration catalog.
HP-262,Porsche,Cayman,GT4,2015-2016,GT4,Trim,2015-2016,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-263,Porsche,Panamera,E-HYBRID,2012; 2014-2023; 2025,E-Hybrid,Engine Variant,2012; 2014-2023; 2025,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Powertrain designation; belongs to the configuration catalog.,Approved as Engine Variant,Added to the vehicle configuration catalog.,Powertrain designation; belongs to the configuration catalog.
HP-264,Porsche,Panamera,EXECUTIVE,2014-2023,Executive,Trim,2014-2023,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-265,Porsche,Taycan,PERFORMANCE,2020; 2023-2026,Performance,Trim,2020; 2023-2026,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-266,Porsche,Taycan,WITH,2020; 2025-2026,With,Trim,2020; 2025-2026,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-267,Ram,1500,RHO,2025-2026,RHO,Trim,2025-2026,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-268,Saturn,L-Series,LW200,2000-2003,Lw200,Trim,2000-2003,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-269,Suzuki,Grand Vitara,XL-7,2001-2006,Xl-7,Trim,2001-2006,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-270,Tesla,Model 3,PREMIUM,2026,Premium,Trim,2026,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,,Approved as Trim,Added to the vehicle hierarchy catalog (EPA certification records explicitly carry this value for these model years).,
HP-271,Tesla,Model S,60D,2016-2019,60D,Engine Variant,2016-2019,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,"Tesla battery/motor designation (battery kWh, D=dual motor, P=performance): a powertrain configuration, not a marketed trim.",Approved as Engine Variant,Added to the vehicle configuration catalog.,"Tesla battery/motor designation (battery kWh, D=dual motor, P=performance): a powertrain configuration, not a marketed trim."
HP-272,Tesla,Model S,70D,2015-2016,70D,Engine Variant,2015-2016,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,"Tesla battery/motor designation (battery kWh, D=dual motor, P=performance): a powertrain configuration, not a marketed trim.",Approved as Engine Variant,Added to the vehicle configuration catalog.,"Tesla battery/motor designation (battery kWh, D=dual motor, P=performance): a powertrain configuration, not a marketed trim."
HP-273,Tesla,Model S,75D,2016-2019,75D,Engine Variant,2016-2019,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,"Tesla battery/motor designation (battery kWh, D=dual motor, P=performance): a powertrain configuration, not a marketed trim.",Approved as Engine Variant,Added to the vehicle configuration catalog.,"Tesla battery/motor designation (battery kWh, D=dual motor, P=performance): a powertrain configuration, not a marketed trim."
HP-274,Tesla,Model S,85D,2015-2016,85D,Engine Variant,2015-2016,Yes,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Product Information Catalog (Recall dataset),https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,"Tesla battery/motor designation (battery kWh, D=dual motor, P=performance): a powertrain configuration, not a marketed trim.",Approved as Engine Variant,Added to the vehicle configuration catalog.,"Tesla battery/motor designation (battery kWh, D=dual motor, P=performance): a powertrain configuration, not a marketed trim."
